timestamp_utc,source,open,high,low,close,volume,taker_buy_vol,cvd,funding_rate,oi,oi_value,toptrader_ls_acct,toptrader_ls_pos,global_ls_acct,taker_ls_ratio,ep,vp,prof,unprof,vu,rekt,apex,whale,large,medium,small,ep_profPct,vu_profPct,ep_btc,vp_btc,prof_btc,unprof_btc,vu_btc,rekt_btc,apex_btc,whale_btc,large_btc,medium_btc,small_btc,ep_sn,ep_btc_sn,ep_ln,ep_btc_ln,tz,er,ecc,ecc_d1,ecc_d3,rv24,rv96,rv_ts,ma200,ma200_slope,adx,plus_di,minus_di,regime,vp_poc,vp_vah,vp_val,vp_delta,vp_poc_delta,vp_pos,vp_poc_dist,vp96_poc,vp96_vah,vp96_val,vp96_delta,vp96_poc_delta,vp96_pos,vp96_poc_dist,spot_close,basis,basis_pct,cvd_spot,cvd_spot_d,cvd_perp_d,cvd_div
2026-01-24 10:00,hourly,89567.5,89631.9,89539.5,89590.1,616.407,305.882,1232.14,8.909e-05,98853.7350000000000000,8857201749.1406120000000000,2.67254718,2.11355500,2.37071692,2.91097900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231,na,,,9.23,9.23,1.0,,,,20.537866,16.324275,WARMUP,89625.0,90175.0,88775.0,737.5,235.4,in_va,-0.039,90025.0,90400.0,88825.0,-9590.9,-1265.0,in_va,-0.485,89626.8,-36.7,-0.0409,-311.02,8.6,-4.65,-13.25
2026-01-24 11:00,hourly,89590.2,89641.3,89548.5,89548.5,782.372,364.529,1178.83,8.909e-05,98931.6380000000000000,8860515362.5560000000000000,2.68231413,2.10846100,2.38188728,0.10788600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051,na,,,8.96,8.96,1.0,,,,19.556606,14.785315,WARMUP,89625.0,90200.0,88775.0,419.7,230.9,in_va,-0.085,90025.0,90400.0,88825.0,-9866.5,-1265.0,in_va,-0.532,89595.4,-46.9,-0.0523,-322.36,-11.34,-53.31,-41.97
2026-01-24 12:00,hourly,89548.5,89554.9,89444.5,89497.6,1200.138,507.377,993.45,8.909e-05,99016.2470000000000000,8862022157.8911570000000000,2.69340102,2.10933900,2.38103993,2.19366900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,na,,,8.75,8.75,1.0,,,,17.449085,23.343764,WARMUP,89625.0,90425.0,89000.0,231.2,303.4,in_va,-0.142,90025.0,90400.0,88850.0,-10027.3,-1265.0,in_va,-0.589,89537.8,-40.2,-0.0449,-341.44,-19.09,-185.38,-166.29
2026-01-24 13:00,hourly,89497.6,89500.0,89315.6,89321.7,1226.539,419.261,605.43,8.909e-05,99045.6990000000000000,8863872928.3698700000000000,2.70043189,2.10948700,2.38315699,0.61869300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,na,,,9.92,9.92,1.0,,,,14.615870,30.903507,WARMUP,89625.0,90625.0,89150.0,207.7,303.4,in_va,-0.34,89500.0,90400.0,88875.0,-9963.9,291.1,in_va,-0.2,89368.2,-46.5,-0.052,-391.01,-49.57,-388.02,-338.45
2026-01-24 14:00,hourly,89321.7,89471.7,89131.2,89407.7,4111.063,1907.967,310.3,8.909e-05,99319.3230000000000000,8880061213.9716000000000000,2.76291279,2.14237100,2.44002979,1.07902000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.551,na,,,9.88,9.88,1.0,,,44.372705,11.048481,36.578807,WARMUP,89625.0,90625.0,89150.0,-409.3,303.4,in_va,-0.243,89500.0,90400.0,88900.0,-10056.3,364.2,in_va,-0.103,89450.0,-42.3,-0.0473,-425.99,-34.97,-295.13,-260.16
2026-01-24 15:00,hourly,89407.7,89456.7,89215.2,89235.0,1725.299,750.341,85.68,8.909e-05,99211.4670000000000000,8855230971.2981820000000000,2.78004786,2.13361800,2.44502423,0.55821900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,na,,,10.6,10.6,1.0,,,45.032112,9.312393,30.831046,WARMUP,89625.0,90425.0,89225.0,-305.3,-98.3,in_va,-0.437,89500.0,90325.0,88950.0,-9906.1,364.2,in_va,-0.297,89275.8,-40.8,-0.0457,-463.73,-37.75,-224.62,-186.87
2026-01-24 16:00,hourly,89234.9,89332.1,89116.9,89248.6,2719.881,1252.741,-128.72,3.901e-05,99276.9550000000000000,8860806823.5601120000000000,2.80501146,2.12957900,2.46217569,1.59134900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.508,na,,,10.26,10.26,1.0,,,46.129765,8.092159,32.776550,WARMUP,90875.0,91150.0,89625.0,-1085.6,514.9,below_val,-1.822,89500.0,90300.0,88950.0,-9351.6,364.2,in_va,-0.282,89290.0,-41.4,-0.0464,-509.19,-45.46,-214.4,-168.94
2026-01-24 17:00,hourly,89248.6,89371.6,89216.4,89369.6,1944.082,897.497,-277.8,3.901e-05,99292.5650000000000000,8868459022.5063040000000000,2.83335194,2.11025300,2.49504340,3.41678600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.262,na,,,10.48,10.48,1.0,,,46.466175,9.695578,29.749018,WARMUP,90875.0,91150.0,89575.0,-1150.5,514.9,below_val,-1.684,89500.0,90275.0,88950.0,-9761.3,364.2,in_va,-0.146,89406.5,-36.9,-0.0413,-507.49,1.71,-149.08,-150.79
2026-01-24 18:00,hourly,89369.6,89425.2,89340.3,89351.6,929.192,427.364,-352.27,3.901e-05,99319.9180000000000000,8875491503.2041820000000000,2.84177546,2.09761400,2.51128202,1.00604400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.368,na,,,10.17,10.17,1.0,,,45.915349,12.453364,28.213740,WARMUP,89500.0,89850.0,89175.0,-2356.8,260.3,in_va,-0.166,89500.0,90275.0,88950.0,-8573.2,364.2,in_va,-0.166,89395.2,-43.6,-0.0488,-527.62,-20.13,-74.47,-54.34
2026-01-24 19:00,hourly,89351.7,89351.7,89230.2,89286.0,747.954,307.896,-484.43,3.901e-05,99468.5950000000000000,8881545929.6565510000000000,2.84050246,2.08721000,2.50675899,1.58716400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.366,na,,,10.0,10.0,1.0,,,46.062464,11.535841,32.811427,WARMUP,89500.0,89775.0,89200.0,-1764.8,260.3,in_va,-0.24,89500.0,90300.0,88950.0,-8698.6,278.2,in_va,-0.24,89331.4,-45.4,-0.0508,-528.77,-1.15,-132.16,-131.01
2026-01-24 20:00,hourly,89286.1,89365.6,89286.0,89333.7,358.475,214.292,-414.32,3.901e-05,99511.2760000000000000,8890483390.0040910000000000,2.84206012,2.08702500,2.50788296,0.89388100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.323,na,,,9.82,9.82,1.0,,,45.987066,11.828687,31.190108,WARMUP,89500.0,89625.0,89250.0,-550.8,260.3,in_va,-0.186,89500.0,90300.0,88950.0,-9176.0,185.8,in_va,-0.186,89380.0,-46.3,-0.0518,-538.87,-10.1,70.11,80.21
2026-01-24 21:00,hourly,89333.7,89340.6,89219.6,89340.6,784.086,315.277,-567.85,3.901e-05,99482.1840000000000000,8885828260.6272000000000000,2.84663332,2.08575200,2.50904643,5.87177000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274,na,,,9.57,9.57,1.0,,,46.284467,10.943460,32.962700,WARMUP,89500.0,89625.0,89250.0,-61.1,241.6,in_va,-0.178,89500.0,90300.0,88925.0,-9396.6,150.9,in_va,-0.178,89386.6,-46.0,-0.0515,-539.61,-0.74,-153.53,-152.79
2026-01-24 22:00,hourly,89340.6,89444.4,89257.0,89390.0,634.984,368.923,-464.99,3.901e-05,99518.2580000000000000,8886433088.9810000000000000,2.84856972,2.08028300,2.51354155,0.73256300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142,na,,,9.42,9.42,1.0,,,45.101542,15.875623,29.304843,WARMUP,89575.0,89625.0,89225.0,-124.4,19.7,in_va,-0.207,88450.0,89900.0,88250.0,-9386.0,-3463.9,in_va,1.052,89430.0,-40.0,-0.0447,-530.33,9.28,102.86,93.58
2026-01-24 23:00,hourly,89390.0,89436.7,89155.0,89180.7,1191.617,436.854,-782.9,3.901e-05,99496.0730000000000000,8880890131.0851000000000000,2.84585260,2.07828200,2.51517828,1.06400900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,na,,,10.26,10.26,1.0,,,44.634848,13.458010,30.356199,WARMUP,89575.0,89625.0,89250.0,-335.7,13.0,below_val,-0.442,89500.0,90250.0,88950.0,-5602.2,149.8,in_va,-0.358,89225.3,-44.6,-0.05,-554.63,-24.3,-317.91,-293.61
2026-01-25 00:00,hourly,89180.7,89275.7,89138.9,89275.7,862.558,450.018,-745.42,1.336e-05,99644.0210000000000000,8891286641.2248080000000000,2.85640527,2.07865000,2.51940589,0.69721300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165,na,,,10.29,10.29,1.0,,,44.293395,12.465257,28.985083,WARMUP,89575.0,89625.0,89225.0,-778.0,1.7,in_va,-0.335,89500.0,90175.0,88950.0,-6101.1,149.8,in_va,-0.251,89315.2,-39.5,-0.0442,-563.57,-8.94,37.48,46.42
2026-01-25 01:00,hourly,89275.7,89281.6,89025.3,89139.7,1263.156,532.923,-942.73,1.336e-05,99700.5190000000000000,8886096742.4861400000000000,2.86370282,2.07808500,2.51428508,0.40083300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,na,,,10.38,10.43,0.995,,,44.566184,10.850338,30.972173,WARMUP,89225.0,89575.0,89150.0,-899.3,-611.0,below_val,-0.096,89500.0,90175.0,88975.0,-6286.8,149.8,in_va,-0.404,89176.3,-36.6,-0.041,-604.48,-40.91,-197.31,-156.4
2026-01-25 02:00,hourly,89139.6,89226.8,89100.0,89105.0,700.725,393.606,-856.25,1.336e-05,99733.3400000000000000,8889342300.8740000000000000,2.81719044,2.07428800,2.51159408,1.62082600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183,na,,,9.67,10.24,0.944,,,44.819489,10.149754,28.972363,WARMUP,89225.0,89575.0,89150.0,-1118.4,-670.9,below_val,-0.135,89500.0,90175.0,88975.0,-6823.2,149.8,in_va,-0.443,89139.0,-34.0,-0.0381,-668.81,-64.34,86.48,150.82
2026-01-25 03:00,hourly,89105.1,89147.0,88800.0,88920.0,3010.767,1137.356,-1592.3,1.336e-05,99856.6370000000000000,8872258368.8886200000000000,2.82331243,2.07182200,2.49827385,0.57323800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,na,,,10.02,10.63,0.943,,,46.151863,8.527139,38.162014,WARMUP,89225.0,89550.0,89100.0,-1274.1,-645.2,below_val,-0.343,89500.0,90175.0,88975.0,-7151.8,149.8,below_val,-0.652,88960.4,-40.4,-0.0454,-818.21,-149.4,-736.05,-586.65
2026-01-25 04:00,hourly,88920.0,89057.8,88905.6,88977.4,1348.846,797.832,-1345.48,1.336e-05,99874.6140000000000000,8891836884.4200000000000000,2.84292903,2.07635600,2.51633800,0.63827200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.422,na,,,9.98,10.54,0.947,,,47.389067,7.928429,35.482570,WARMUP,89225.0,89575.0,89100.0,-2617.7,-645.2,below_val,-0.278,89500.0,90200.0,88975.0,-8715.4,-151.1,in_va,-0.587,89007.0,-29.6,-0.0333,-940.44,-122.23,246.82,369.05
2026-01-25 05:00,hourly,88977.4,89015.1,88835.6,88966.1,985.892,476.017,-1379.34,1.336e-05,99871.7070000000000000,8885086413.2550000000000000,2.84180770,2.08331500,2.51070833,2.95297000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.384,na,,,9.97,10.35,0.963,,,48.731409,7.279291,35.770331,WARMUP,89225.0,89450.0,88875.0,-2447.9,-645.2,in_va,-0.291,89500.0,90200.0,88975.0,-8785.9,-397.5,below_val,-0.6,88990.9,-24.8,-0.0279,-993.45,-53.0,-33.86,19.14
2026-01-25 06:00,hourly,88966.1,88966.1,88609.0,88810.0,3301.22,1677.973,-1324.61,1.336e-05,99946.8650000000000000,8876307355.8112720000000000,2.86394759,2.10954500,2.52521396,0.52787900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.556,na,,,10.1,10.52,0.96,,,50.474129,6.192968,39.901935,WARMUP,89225.0,89425.0,88900.0,-2541.5,-645.2,below_val,-0.467,89500.0,90200.0,88950.0,-8877.1,-386.2,below_val,-0.777,88831.4,-21.4,-0.0241,-1202.59,-209.14,54.73,263.87
2026-01-25 07:00,hourly,88810.1,88810.1,88600.0,88630.3,1305.965,591.764,-1447.05,1.336e-05,100039.3880000000000000,8869512147.9576000000000000,2.86980169,2.10952600,2.52648166,0.83206900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.638,na,,,10.58,10.78,0.981,,,52.109088,5.657971,36.824951,WARMUP,89225.0,89425.0,88850.0,-2230.4,-645.2,below_val,-0.671,89500.0,90225.0,88950.0,-8260.5,-418.7,below_val,-0.981,88660.0,-29.7,-0.0335,-1303.91,-101.32,-122.44,-21.12
