create_time,symbol,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2026-05-22 01:55:00,BTCUSDT,100725.0260000000000000,7812460349.5865170000000000,1.25036606,1.06147900,1.25527998,1.11440900
2026-05-22 02:00:00,BTCUSDT,100732.9100000000000000,7814849084.5090000000000000,1.25028018,1.06122000,1.25572771,0.73572700
2026-05-22 02:05:00,BTCUSDT,100705.8020000000000000,7821608159.1558000000000000,1.25049705,1.06087800,1.25679006,1.96880700
2026-05-22 02:10:00,BTCUSDT,100717.4720000000000000,7819822352.3856600000000000,1.25057388,1.06083200,1.25750795,0.67722100
2026-05-22 02:15:00,BTCUSDT,100714.8940000000000000,7818869866.3278000000000000,1.25055116,1.06066900,1.25772568,0.74201300
2026-05-22 02:20:00,BTCUSDT,100712.2430000000000000,7822710715.9923840000000000,1.25123357,1.06062500,1.25877927,1.91711700
2026-05-22 02:25:00,BTCUSDT,100715.3550000000000000,7817278953.5967690000000000,1.25619475,1.06119400,1.26493770,1.88018700
2026-05-22 02:30:00,BTCUSDT,100729.8090000000000000,7819655072.6700000000000000,1.25506769,1.06073300,1.26400749,0.75440000
2026-05-22 02:35:00,BTCUSDT,100731.4000000000000000,7815850057.4000000000000000,1.25528373,1.06113100,1.26455913,0.69027800
2026-05-22 02:40:00,BTCUSDT,100745.5580000000000000,7818580668.8176000000000000,1.25427285,1.06069300,1.26331165,0.98414600
2026-05-22 02:45:00,BTCUSDT,100760.4340000000000000,7818298713.5082090000000000,1.25448100,1.06050900,1.26336695,0.50220700
2026-05-22 02:50:00,BTCUSDT,100851.7820000000000000,7825755387.1412000000000000,1.25447277,1.06114400,1.26334034,1.08321300
2026-05-22 02:55:00,BTCUSDT,100851.9800000000000000,7824409249.5380000000000000,1.25415544,1.06140000,1.26290172,1.36948900
2026-05-22 03:00:00,BTCUSDT,100856.0880000000000000,7830789262.6001460000000000,1.25405493,1.06152900,1.26266073,1.16854500
2026-05-22 03:05:00,BTCUSDT,100829.8770000000000000,7836014057.0304000000000000,1.24986486,1.06038300,1.25786448,4.46746800
2026-05-22 03:10:00,BTCUSDT,100798.8360000000000000,7830830605.1074480000000000,1.24895077,1.06099200,1.25703916,1.75487800
2026-05-22 03:15:00,BTCUSDT,100801.2050000000000000,7829820048.0084380000000000,1.24796111,1.06098500,1.25615706,0.66873000
2026-05-22 03:20:00,BTCUSDT,100802.4780000000000000,7828310361.2322000000000000,1.24706285,1.06040600,1.25524286,1.12859900
2026-05-22 03:25:00,BTCUSDT,100805.3620000000000000,7834292270.3796770000000000,1.24657830,1.06047600,1.25477001,1.55538600
2026-05-22 03:30:00,BTCUSDT,100832.8830000000000000,7841238896.6301000000000000,1.24573544,1.06101600,1.25379422,3.60830800
2026-05-22 03:35:00,BTCUSDT,100842.4000000000000000,7842665186.5818220000000000,1.24526505,1.06011200,1.25409994,0.67707800
2026-05-22 03:40:00,BTCUSDT,100852.6290000000000000,7841654974.2144000000000000,1.24428523,1.05950700,1.25360527,0.54711600
2026-05-22 03:45:00,BTCUSDT,100868.4760000000000000,7842322272.0480000000000000,1.24373519,1.06055400,1.25249302,0.90145700
2026-05-22 03:50:00,BTCUSDT,100907.4030000000000000,7845381852.4355570000000000,1.24247807,1.05885200,1.25163025,1.18408000
2026-05-22 03:55:00,BTCUSDT,100903.9060000000000000,7843252568.1218750000000000,1.24218890,1.05695400,1.25089984,0.66931300
2026-05-22 04:00:00,BTCUSDT,100903.8370000000000000,7844254197.9963000000000000,1.24097206,1.05617900,1.25003854,0.48435900
2026-05-22 04:05:00,BTCUSDT,100916.3290000000000000,7848765288.2916850000000000,1.24114886,1.05508300,1.25096039,1.95133900
2026-05-22 04:10:00,BTCUSDT,100930.9960000000000000,7856310816.0994390000000000,1.23992257,1.05464800,1.25157969,1.70643200
2026-05-22 04:15:00,BTCUSDT,100945.6740000000000000,7857567049.2229320000000000,1.23912576,1.05353900,1.25204947,1.41289500
2026-05-22 04:20:00,BTCUSDT,100931.6250000000000000,7852416254.4280260000000000,1.23722928,1.05286600,1.25017039,0.74437900
2026-05-22 04:25:00,BTCUSDT,100990.7080000000000000,7853037771.6887070000000000,1.23530148,1.05180600,1.24760547,0.54848500
2026-05-22 04:30:00,BTCUSDT,100988.4600000000000000,7852781892.4944830000000000,1.23332797,1.05168200,1.24525229,0.89361300
2026-05-22 04:35:00,BTCUSDT,100976.7560000000000000,7851933996.1060180000000000,1.23181680,1.05130000,1.24383776,0.91520100
2026-05-22 04:40:00,BTCUSDT,100940.8290000000000000,7839640142.8653000000000000,1.22874313,1.05043500,1.24032000,0.46242800
2026-05-22 04:45:00,BTCUSDT,100956.1280000000000000,7839555219.4701190000000000,1.22765271,1.05014400,1.23904367,0.37747300
2026-05-22 04:50:00,BTCUSDT,100914.6770000000000000,7831392685.3757000000000000,1.22918450,1.04864000,1.23933264,0.29925200
2026-05-22 04:55:00,BTCUSDT,100924.7030000000000000,7832281761.2556000000000000,1.22957400,1.04833100,1.23939212,0.71991600
2026-05-22 05:00:00,BTCUSDT,100917.3040000000000000,7833201136.4800000000000000,1.22937924,1.04854800,1.23898615,2.08779100
2026-05-22 05:05:00,BTCUSDT,100935.5340000000000000,7833132551.0596220000000000,1.22988403,1.04802800,1.23871875,0.49818500
2026-05-22 05:10:00,BTCUSDT,100934.7880000000000000,7839019562.1896000000000000,1.22982231,1.04821800,1.23923219,2.01751100
2026-05-22 05:15:00,BTCUSDT,100939.2480000000000000,7837461373.7833210000000000,1.23041096,1.04840200,1.23995293,0.96879300
2026-05-22 05:20:00,BTCUSDT,100932.2700000000000000,7836960426.8705000000000000,1.23123338,1.04855400,1.24072108,1.31600900
2026-05-22 05:25:00,BTCUSDT,100890.9390000000000000,7822124946.1395000000000000,1.23071568,1.04842400,1.23924497,0.38230100
2026-05-22 05:30:00,BTCUSDT,100841.6180000000000000,7822213719.1274000000000000,1.23046024,1.04850400,1.23975336,1.38264900
2026-05-22 05:35:00,BTCUSDT,100842.0000000000000000,7821010471.6531270000000000,1.23060722,1.04948900,1.23925745,0.68309100
2026-05-22 05:40:00,BTCUSDT,100951.7010000000000000,7828844793.2304000000000000,1.23059075,1.04903200,1.23814818,0.40807500
2026-05-22 05:45:00,BTCUSDT,100868.6340000000000000,7822185074.4508840000000000,1.23421217,1.04585600,1.24218610,0.53423900
2026-05-22 05:50:00,BTCUSDT,100855.6110000000000000,7826626614.8816300000000000,1.23483765,1.04590800,1.24336470,2.47890200
2026-05-22 05:55:00,BTCUSDT,100853.4720000000000000,7824204716.4282680000000000,1.23552662,1.04587300,1.24419826,1.23617400
2026-05-22 06:00:00,BTCUSDT,100736.4640000000000000,7802039136.8000000000000000,1.24625483,1.04516300,1.25749545,0.36562800
2026-05-22 06:05:00,BTCUSDT,100673.1700000000000000,7800610867.9974380000000000,1.24959008,1.04625800,1.26075894,1.29190700
2026-05-22 06:10:00,BTCUSDT,100671.9400000000000000,7796035033.6000000000000000,1.25190289,1.04587000,1.26299390,0.77697600
2026-05-22 06:15:00,BTCUSDT,100638.9030000000000000,7794493101.2403000000000000,1.25509761,1.04646600,1.26669691,1.64980500
2026-05-22 06:20:00,BTCUSDT,100665.4560000000000000,7793549803.1568000000000000,1.25587156,1.04650000,1.26725524,1.30914300
2026-05-22 06:25:00,BTCUSDT,100657.0650000000000000,7791634028.2689890000000000,1.25661620,1.04678300,1.26744714,1.05317400
2026-05-22 06:30:00,BTCUSDT,100579.2230000000000000,7787612326.1742090000000000,1.25645109,1.04707200,1.26711449,1.16887300
2026-05-22 06:35:00,BTCUSDT,100607.7080000000000000,7786113010.2339080000000000,1.25700063,1.04664200,1.26755285,1.26518900
2026-05-22 06:40:00,BTCUSDT,100611.4360000000000000,7785534262.8392000000000000,1.25693388,1.04673800,1.26754335,1.77793500
2026-05-22 06:45:00,BTCUSDT,100559.8080000000000000,7785713165.2205000000000000,1.25540961,1.04677600,1.26531247,2.30138800
2026-05-22 06:50:00,BTCUSDT,100566.7180000000000000,7790377286.0032700000000000,1.25811007,1.04770900,1.26958292,2.06452400
2026-05-22 06:55:00,BTCUSDT,100555.9620000000000000,7784781132.5388000000000000,1.26113588,1.04794300,1.27343304,0.74832800
2026-05-22 07:00:00,BTCUSDT,100558.4110000000000000,7781839284.9104230000000000,1.26432965,1.04818900,1.27559413,0.54326100
2026-05-22 07:05:00,BTCUSDT,100631.2820000000000000,7779502517.5740000000000000,1.26941836,1.04406700,1.28044170,0.62700300
2026-05-22 07:10:00,BTCUSDT,100800.0480000000000000,7789726909.3920000000000000,1.27277531,1.04086100,1.28461970,0.60624100
2026-05-22 07:15:00,BTCUSDT,100791.5020000000000000,7795124052.3282000000000000,1.27475794,1.04206100,1.28700741,1.77021900
2026-05-22 07:20:00,BTCUSDT,100765.4670000000000000,7806835158.8444840000000000,1.27705478,1.04210400,1.29011377,2.40794600
2026-05-22 07:25:00,BTCUSDT,100740.3830000000000000,7799525516.9396120000000000,1.27762055,1.04139600,1.29128398,0.56237800
2026-05-22 07:30:00,BTCUSDT,100738.3850000000000000,7804454531.9125000000000000,1.27817750,1.04163900,1.29260568,3.15669500
2026-05-22 07:35:00,BTCUSDT,100740.8690000000000000,7800164004.9320000000000000,1.27890411,1.04172700,1.29354940,0.89958200
2026-05-22 07:40:00,BTCUSDT,100743.8350000000000000,7800321249.2027140000000000,1.27951411,1.04300200,1.29366887,0.68215300
2026-05-22 07:45:00,BTCUSDT,100725.2140000000000000,7799959121.7320000000000000,1.27992546,1.04304100,1.29443405,1.56432500
2026-05-22 07:50:00,BTCUSDT,100709.1600000000000000,7796540614.2240000000000000,1.27984366,1.04255500,1.29435927,1.29002200
2026-05-22 07:55:00,BTCUSDT,100700.1600000000000000,7794011123.7120000000000000,1.28009716,1.04290700,1.29430227,1.39372600
2026-05-22 08:00:00,BTCUSDT,100666.1400000000000000,7788217120.1520000000000000,1.27999854,1.04305500,1.29459230,1.02975400
2026-05-22 08:05:00,BTCUSDT,100625.9110000000000000,7787373510.0284820000000000,1.27991309,1.04271100,1.29446834,2.03737200
2026-05-22 08:10:00,BTCUSDT,100632.7320000000000000,7784444983.8600000000000000,1.27854198,1.04280900,1.29291993,0.76018600
2026-05-22 08:15:00,BTCUSDT,100683.3870000000000000,7789491055.3194000000000000,1.27946060,1.04305300,1.29409998,0.51532000
2026-05-22 08:20:00,BTCUSDT,100679.5020000000000000,7800272579.5373470000000000,1.28079240,1.04372300,1.29521607,1.63055800
2026-05-22 08:25:00,BTCUSDT,100680.7960000000000000,7799419087.5728000000000000,1.28153992,1.04392600,1.29585250,1.58795300
2026-05-22 08:30:00,BTCUSDT,100690.5610000000000000,7798232223.0475000000000000,1.28236046,1.04433700,1.29677698,1.78740500
2026-05-22 08:35:00,BTCUSDT,100693.8600000000000000,7786172863.2720000000000000,1.28434294,1.04432600,1.29864236,0.52811200
2026-05-22 08:40:00,BTCUSDT,100626.9460000000000000,7775479022.5740290000000000,1.28444518,1.04431400,1.29601772,0.81525700
2026-05-22 08:45:00,BTCUSDT,100687.2500000000000000,7782530370.2250000000000000,1.28537930,1.04503400,1.29699026,1.17503000
2026-05-22 08:50:00,BTCUSDT,100643.0070000000000000,7778587303.7223000000000000,1.28598388,1.04523800,1.29774523,0.86886100
2026-05-22 08:55:00,BTCUSDT,100629.7290000000000000,7778391080.5060440000000000,1.28641310,1.04568400,1.29846504,1.46458000
2026-05-22 09:00:00,BTCUSDT,100650.2280000000000000,7773982050.1728000000000000,1.28719076,1.04653000,1.29900863,1.05668400
2026-05-22 09:05:00,BTCUSDT,100627.4620000000000000,7774886601.4155400000000000,1.28926954,1.04679700,1.30102863,0.78919300
2026-05-22 09:10:00,BTCUSDT,100656.5140000000000000,7771188999.2575660000000000,1.29216165,1.04695000,1.30260243,1.15039700
2026-05-22 09:15:00,BTCUSDT,100660.1040000000000000,7768933730.6945120000000000,1.29256159,1.04689500,1.30272969,0.70089400
2026-05-22 09:20:00,BTCUSDT,100690.2760000000000000,7774427107.3188000000000000,1.29380430,1.04668600,1.30341040,0.91282200
2026-05-22 09:25:00,BTCUSDT,100701.4630000000000000,7781604556.3253600000000000,1.29616148,1.04698000,1.30587726,1.31478500
2026-05-22 09:30:00,BTCUSDT,100699.0000000000000000,7777517474.7000000000000000,1.29868816,1.04761700,1.30820318,1.12398700
2026-05-22 09:35:00,BTCUSDT,100699.6260000000000000,7773481004.8139230000000000,1.29907815,1.04705400,1.30853940,1.39627500
2026-05-22 09:40:00,BTCUSDT,100708.2080000000000000,7778863119.0528000000000000,1.29958039,1.04632900,1.30837467,1.61951800
2026-05-22 09:45:00,BTCUSDT,100689.1650000000000000,7781379312.7617855000000000,1.30198029,1.04695600,1.31138582,1.96044400
2026-05-22 09:50:00,BTCUSDT,100709.0890000000000000,7782533712.5409590000000000,1.30233929,1.04678000,1.31121906,1.24655300
2026-05-22 09:55:00,BTCUSDT,100726.0820000000000000,7786665651.5818200000000000,1.30436145,1.04680600,1.31419971,1.34921200
2026-05-22 10:00:00,BTCUSDT,100739.7970000000000000,7783972708.5757000000000000,1.30523695,1.04665500,1.31473035,0.89534600
2026-05-22 10:05:00,BTCUSDT,100741.7190000000000000,7782992931.7809650000000000,1.30586608,1.04606800,1.31575279,0.58967500
2026-05-22 10:10:00,BTCUSDT,100749.0360000000000000,7788504977.0160000000000000,1.30676115,1.04555900,1.31793832,2.63789300
2026-05-22 10:15:00,BTCUSDT,100732.9940000000000000,7784091744.8530000000000000,1.30803316,1.04583600,1.31917415,0.98687500
2026-05-22 10:20:00,BTCUSDT,100729.7880000000000000,7779826792.2914660000000000,1.30766959,1.04557900,1.31828232,0.63287500
2026-05-22 10:25:00,BTCUSDT,100756.0680000000000000,7788041032.1280000000000000,1.30728340,1.04591700,1.31738890,3.50044300
2026-05-22 10:30:00,BTCUSDT,100767.3340000000000000,7790465526.3524780000000000,1.30849787,1.04621500,1.31867958,1.58913300
2026-05-22 10:35:00,BTCUSDT,100766.2220000000000000,7790681567.0265290000000000,1.30931225,1.04666300,1.32024018,1.54110000
2026-05-22 10:40:00,BTCUSDT,100788.0080000000000000,7790906520.4953280000000000,1.30974285,1.04629900,1.32061039,0.72682500
2026-05-22 10:45:00,BTCUSDT,100791.1350000000000000,7791053944.3650000000000000,1.30982819,1.04614700,1.32081260,0.80475600
2026-05-22 10:50:00,BTCUSDT,100826.3290000000000000,7792655233.1191000000000000,1.31058380,1.04557200,1.32168725,1.01566000
2026-05-22 10:55:00,BTCUSDT,100846.6950000000000000,7792736747.4045000000000000,1.31066472,1.04550300,1.32168909,1.61066600
2026-05-22 11:00:00,BTCUSDT,100846.3830000000000000,7793600086.3677000000000000,1.30996140,1.04526600,1.32132468,1.23213600
2026-05-22 11:05:00,BTCUSDT,100844.4190000000000000,7794961739.0261440000000000,1.31086551,1.04587400,1.32183197,1.91016400
2026-05-22 11:10:00,BTCUSDT,100837.2350000000000000,7792836414.7150200000000000,1.31140813,1.04599200,1.32294218,0.41278700
2026-05-22 11:15:00,BTCUSDT,100840.0720000000000000,7791488835.1376000000000000,1.31120723,1.04588500,1.32294342,0.93038000
2026-05-22 11:20:00,BTCUSDT,100827.5140000000000000,7781312979.1930000000000000,1.31066598,1.04617000,1.32128995,0.52732900
2026-05-22 11:25:00,BTCUSDT,100827.8110000000000000,7785468753.8145380000000000,1.30880044,1.04580500,1.31842510,0.54901300
2026-05-22 11:30:00,BTCUSDT,100825.7670000000000000,7791764860.8765000000000000,1.31012249,1.04619500,1.32012472,1.37437700
2026-05-22 11:35:00,BTCUSDT,100839.9090000000000000,7792494723.8931000000000000,1.31132058,1.04634300,1.32164335,0.80175400
2026-05-22 11:40:00,BTCUSDT,100844.3590000000000000,7796418576.3926000000000000,1.31269419,1.04666200,1.32358867,1.52288700
2026-05-22 11:45:00,BTCUSDT,100860.9270000000000000,7797608955.7102160000000000,1.31366419,1.04700000,1.32472971,2.35433800
2026-05-22 11:50:00,BTCUSDT,100881.8730000000000000,7805549541.2118980000000000,1.31559161,1.04657300,1.32817901,1.62536600
2026-05-22 11:55:00,BTCUSDT,100870.1060000000000000,7804037664.9232000000000000,1.31810008,1.04660200,1.33183134,1.21024200
2026-05-22 12:00:00,BTCUSDT,100848.7910000000000000,7805238613.0057530000000000,1.31925431,1.04658400,1.33308218,1.74520700
2026-05-22 12:05:00,BTCUSDT,100848.1970000000000000,7805896692.7888050000000000,1.32012619,1.04651400,1.33467369,1.02194300
2026-05-22 12:10:00,BTCUSDT,100870.5670000000000000,7807503506.6853570000000000,1.32188945,1.04719500,1.33751671,0.64223000
2026-05-22 12:15:00,BTCUSDT,100820.8990000000000000,7812450150.0716000000000000,1.32039845,1.04790300,1.33727764,2.24572200
2026-05-22 12:20:00,BTCUSDT,100795.6450000000000000,7811512686.5838050000000000,1.31863783,1.04693300,1.33662355,0.76535400
2026-05-22 12:25:00,BTCUSDT,100809.7380000000000000,7806233782.7636890000000000,1.31757648,1.04650700,1.33555249,0.51230800
2026-05-22 12:30:00,BTCUSDT,100829.5380000000000000,7803480268.5264000000000000,1.31625248,1.04695800,1.33395166,0.79558300
2026-05-22 12:35:00,BTCUSDT,100860.1390000000000000,7808059032.4846480000000000,1.31412098,1.04724100,1.33118137,0.96599200
2026-05-22 12:40:00,BTCUSDT,100864.1030000000000000,7808344101.6935000000000000,1.31457175,1.04721200,1.33178120,0.34060400
2026-05-22 12:45:00,BTCUSDT,100879.5460000000000000,7807532110.8516000000000000,1.31445095,1.04710300,1.33141149,0.77710100
2026-05-22 12:50:00,BTCUSDT,100872.0030000000000000,7811756361.4574720000000000,1.31472213,1.04735400,1.33168062,1.66459000
2026-05-22 12:55:00,BTCUSDT,100849.8750000000000000,7814638441.3594920000000000,1.31515331,1.04739500,1.33202428,0.75471400
2026-05-22 13:00:00,BTCUSDT,100840.0180000000000000,7814234170.8452000000000000,1.31437043,1.04638600,1.33156218,0.78972300
2026-05-22 13:05:00,BTCUSDT,100842.6660000000000000,7809780436.9032000000000000,1.31523049,1.04643200,1.33124125,0.46242600
2026-05-22 13:10:00,BTCUSDT,100863.1120000000000000,7817070904.3613130000000000,1.31263887,1.04668800,1.32841927,1.02038000
2026-05-22 13:15:00,BTCUSDT,100859.0900000000000000,7812555197.3090000000000000,1.30976861,1.04704200,1.32408911,0.70192300
2026-05-22 13:20:00,BTCUSDT,100863.4600000000000000,7810372111.4460000000000000,1.31022087,1.04680000,1.32472954,0.79280000
2026-05-22 13:25:00,BTCUSDT,100901.6550000000000000,7806219107.9240470000000000,1.30911414,1.04728200,1.32270622,0.43970600
2026-05-22 13:30:00,BTCUSDT,100913.8470000000000000,7798819255.7479640000000000,1.30844288,1.04833100,1.32044250,0.32455200
2026-05-22 13:35:00,BTCUSDT,100949.2420000000000000,7789162753.3264000000000000,1.31424854,1.05032700,1.32300036,0.68798900
2026-05-22 13:40:00,BTCUSDT,101075.8100000000000000,7803214253.2960000000000000,1.31760112,1.05067900,1.32623569,1.40984100
2026-05-22 13:45:00,BTCUSDT,101209.1720000000000000,7809137776.8448000000000000,1.32038384,1.05218100,1.32900273,0.92352900
2026-05-22 13:50:00,BTCUSDT,101248.7140000000000000,7815540106.7310000000000000,1.32152087,1.05275500,1.32962253,0.94361200
2026-05-22 13:55:00,BTCUSDT,101322.4510000000000000,7822552102.1750780000000000,1.32285720,1.05244600,1.33100649,0.86045300
2026-05-22 14:00:00,BTCUSDT,101303.8220000000000000,7825618945.6780000000000000,1.32401756,1.05312700,1.33194505,1.53365800
2026-05-22 14:05:00,BTCUSDT,101358.1950000000000000,7814534389.7490000000000000,1.32537763,1.05342800,1.33246101,0.48902100
2026-05-22 14:10:00,BTCUSDT,101410.7930000000000000,7815270712.9479520000000000,1.32673673,1.05380300,1.33181914,0.75849000
2026-05-22 14:15:00,BTCUSDT,101499.7090000000000000,7818796633.4843000000000000,1.30530342,1.05408700,1.31699321,1.06720400
2026-05-22 14:20:00,BTCUSDT,101654.1660000000000000,7817640240.4491790000000000,1.30717949,1.05614600,1.31783736,0.79356000
2026-05-22 14:25:00,BTCUSDT,101640.5610000000000000,7804938022.9656000000000000,1.31755638,1.05696000,1.32576732,0.63626800
2026-05-22 14:30:00,BTCUSDT,101935.9740000000000000,7831394300.1084000000000000,1.33221737,1.05771200,1.34121746,1.17438300
2026-05-22 14:35:00,BTCUSDT,102176.6640000000000000,7847177197.6744090000000000,1.34014839,1.05963300,1.35155724,0.81092500
2026-05-22 14:40:00,BTCUSDT,102490.7480000000000000,7868593939.7276000000000000,1.34456846,1.06162100,1.35643146,2.12144000
2026-05-22 14:45:00,BTCUSDT,102635.1480000000000000,7881322418.4894550000000000,1.34817379,1.06249000,1.35564451,0.93557000
2026-05-22 14:50:00,BTCUSDT,103814.3840000000000000,7969529197.9664000000000000,1.35662454,1.06981500,1.36536481,7.37221700
2026-05-22 14:55:00,BTCUSDT,103793.3910000000000000,7966456034.0021700000000000,1.36057380,1.07093700,1.36970835,0.59780800
2026-05-22 15:00:00,BTCUSDT,103888.7700000000000000,7972475275.6475390000000000,1.36639857,1.07238300,1.37647355,1.21292100
2026-05-22 15:05:00,BTCUSDT,103896.1220000000000000,7978765026.6632000000000000,1.37337869,1.07386200,1.38199886,0.55848100
2026-05-22 15:10:00,BTCUSDT,104554.7910000000000000,8034366537.6876000000000000,1.38053213,1.07740900,1.39168514,3.67764400
2026-05-22 15:15:00,BTCUSDT,104599.2470000000000000,8026757936.1354000000000000,1.38347485,1.07701000,1.39587786,0.45163700
2026-05-22 15:20:00,BTCUSDT,104613.1530000000000000,8035374062.4398170000000000,1.38729343,1.07826100,1.40061485,0.81975500
2026-05-22 15:25:00,BTCUSDT,104416.0100000000000000,7997380405.5484140000000000,1.39078534,1.08142800,1.40083748,0.39520300
2026-05-22 15:30:00,BTCUSDT,104253.3630000000000000,8014091543.1819000000000000,1.39566350,1.08169100,1.40573197,0.83001000
2026-05-22 15:35:00,BTCUSDT,104301.9650000000000000,8019465182.9550000000000000,1.39812120,1.08031000,1.41050644,0.96714800
2026-05-22 15:40:00,BTCUSDT,104330.1780000000000000,8000533064.7381140000000000,1.39895668,1.08071500,1.41065700,0.66381800
2026-05-22 15:45:00,BTCUSDT,104386.1930000000000000,8004928280.5401000000000000,1.40562713,1.08211100,1.41703237,0.76911400
2026-05-22 15:50:00,BTCUSDT,104382.6450000000000000,8004765901.6109860000000000,1.40906764,1.08288500,1.42048463,1.30028800
2026-05-22 15:55:00,BTCUSDT,104382.0950000000000000,8012359173.9905000000000000,1.41180936,1.08355000,1.42447103,1.23035200
2026-05-22 16:00:00,BTCUSDT,104421.7730000000000000,8015228000.6533350000000000,1.41339233,1.08479100,1.42607896,1.26254900
2026-05-22 16:05:00,BTCUSDT,104551.3260000000000000,8033968574.7929330000000000,1.41356595,1.08495300,1.42640301,2.44744100
2026-05-22 16:10:00,BTCUSDT,104579.9860000000000000,8029023845.1640000000000000,1.41306287,1.08427200,1.42574859,0.54546400
2026-05-22 16:15:00,BTCUSDT,104583.9230000000000000,8037169898.6270000000000000,1.41565613,1.08476700,1.43017997,1.60880100
2026-05-22 16:20:00,BTCUSDT,104566.4320000000000000,8030545127.9520000000000000,1.41658759,1.08511600,1.43142390,0.97369100
2026-05-22 16:25:00,BTCUSDT,104572.1620000000000000,8033765419.9370030000000000,1.41691350,1.08557000,1.43262632,1.79941300
2026-05-22 16:30:00,BTCUSDT,104582.8310000000000000,8042587036.4296000000000000,1.41745471,1.08501000,1.43395538,1.40814800
2026-05-22 16:35:00,BTCUSDT,104554.7520000000000000,8037123786.2400000000000000,1.41779846,1.08434300,1.43539466,0.87360100
2026-05-22 16:40:00,BTCUSDT,104547.2670000000000000,8036328865.0293000000000000,1.41738041,1.08451500,1.43489545,1.46052100
2026-05-22 16:45:00,BTCUSDT,104534.3140000000000000,8034423746.5888000000000000,1.41788380,1.08483600,1.43518982,1.17869300
2026-05-22 16:50:00,BTCUSDT,104504.6560000000000000,8038586437.6242540000000000,1.41734870,1.08436300,1.43514803,0.85475100
2026-05-22 16:55:00,BTCUSDT,104455.7540000000000000,8038601460.5780000000000000,1.41752499,1.08405200,1.43665783,0.75006100
2026-05-22 17:00:00,BTCUSDT,104458.7620000000000000,8034309882.8394000000000000,1.41750931,1.08367200,1.43744925,0.33074800
2026-05-22 17:05:00,BTCUSDT,104436.2940000000000000,8037107027.8532170000000000,1.41725101,1.08376800,1.43818096,0.99805400
2026-05-22 17:10:00,BTCUSDT,104402.4470000000000000,8030010642.2647850000000000,1.41739362,1.08335400,1.43790425,0.93960500
